Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed
ptg000007l:9343265-9344906	Cluster_4628	N	12418	278	320	141	136
ptg000007l:9344981-9345399	Cluster_4629	N	61	73	57	0	8
ptg000007l:9346666-9350735	Cluster_4630	N	12818	28957	21859	20943	15052
ptg000007l:9352284-9352740	Cluster_4631	N	30	54	373	12	29
ptg000007l:9352951-9353366	Cluster_4632	N	41	70	80	21	17
ptg000007l:9353467-9354398	Cluster_4633	N	157	222	287	90	82
ptg000007l:9355419-9356160	Cluster_4634	N	733	1401	1181	444	1027
ptg000007l:9356395-9358253	Cluster_4635	N	316	327	247	78	1572
ptg000007l:9360905-9361337	Cluster_4636	N	832	804	455	863	127
ptg000007l:9364403-9364903	Cluster_4637	N	64	75	103	40	22
ptg000007l:9364940-9365602	Cluster_4638	N	131	79	91	23	20
ptg000007l:9367955-9368868	Cluster_4639	N	1473	99	1068	1571	22
ptg000007l:9370588-9371280	Cluster_4640	N	175	139	251	328	176
ptg000007l:9371909-9372566	Cluster_4641	N	139	104	145	221	59
ptg000007l:9374641-9375071	Cluster_4642	N	90	133	219	8	60
ptg000007l:9375233-9375859	Cluster_4643	N	104	99	98	91	95
ptg000007l:9376725-9377149	Cluster_4644	N	62	78	116	21	10
ptg000007l:9377185-9377614	Cluster_4645	N	40	50	176	45	15
ptg000007l:9378979-9379379	Cluster_4646	N	30	74	62	14	30
ptg000007l:9385468-9385897	Cluster_4647	N	195	6	2	13	1
ptg000007l:9385969-9386447	Cluster_4648	N	1373	34	1089	4354	422
ptg000007l:9387066-9387485	Cluster_4649	N	14	0	1	0	78
ptg000007l:9387786-9388716	Cluster_4650	N	776	18	15	4	557
ptg000007l:9400947-9401765	Cluster_4651	N	98	66	130	52	68
ptg000007l:9401918-9402448	Cluster_4652	N	101	133	120	81	69
ptg000007l:9402736-9403160	Cluster_4653	N	83	76	89	39	31
ptg000007l:9403499-9403927	Cluster_4654	N	67	71	97	58	32
ptg000007l:9404162-9405286	Cluster_4655	N	214	347	197	125	109
ptg000007l:9405443-9407362	Cluster_4656	N	6672	14004	708	8117	8627
ptg000007l:9407492-9408564	Cluster_4657	N	427	479	327	346	223
ptg000007l:9408679-9409106	Cluster_4658	N	75	161	37	16	51
ptg000007l:9410564-9411325	Cluster_4659	N	37	180	140	172	421
ptg000007l:9411714-9412387	Cluster_4660	N	117	86	199	138	52
ptg000007l:9412484-9413928	Cluster_4661	N	27302	2189	23982	14459	14842
ptg000007l:9414330-9414893	Cluster_4662	N	152	160	159	51	61
ptg000007l:9414984-9415404	Cluster_4663	N	103	100	72	30	39
ptg000007l:9416311-9418788	Cluster_4664	N	4513	6937	3084	2688	7841
ptg000007l:9419286-9419772	Cluster_4665	N	118	106	160	37	37
ptg000007l:9420021-9421461	Cluster_4666	N	513	520	551	152	117
ptg000007l:9421710-9423001	Cluster_4667	N	420	343	358	104	99
ptg000007l:9425200-9425723	Cluster_4668	N	1691	1225	661	145	613
ptg000007l:9427720-9428339	Cluster_4669	N	232	361	121	32	20
ptg000007l:9429018-9429764	Cluster_4670	N	524	2246	118	140	27
ptg000007l:9431586-9432636	Cluster_4671	N	411	254	320	59	96
ptg000007l:9435274-9435815	Cluster_4672	N	210	214	134	31	63
ptg000007l:9435847-9436387	Cluster_4673	N	56	119	245	38	55
ptg000007l:9439925-9440466	Cluster_4674	N	234	212	131	27	60
ptg000007l:9440498-9441038	Cluster_4675	N	65	114	236	33	51
ptg000007l:9441843-9442271	Cluster_4676	N	42	46	41	15	16
ptg000007l:9444576-9446099	Cluster_4677	N	511	1935	1814	318	371
ptg000007l:9447443-9452215	Cluster_4678	N	21495	57565	37919	16431	90202
ptg000007l:9453680-9454498	Cluster_4679	N	89	116	128	41	83
ptg000007l:9454655-9455479	Cluster_4680	N	81	89	134	29	39
ptg000007l:9455741-9456512	Cluster_4681	N	197	181	146	60	85
ptg000007l:9456928-9457761	Cluster_4682	N	287	285	511	94	133
ptg000007l:9458016-9458932	Cluster_4683	N	677	752	816	346	373
ptg000007l:9458956-9460640	Cluster_4684	N	1309	1453	1577	478	557
ptg000007l:9460767-9461269	Cluster_4685	N	135	191	147	60	56
ptg000007l:9461325-9461754	Cluster_4686	N	87	73	38	18	29
ptg000007l:9461893-9462884	Cluster_4687	N	234	298	262	105	103
ptg000007l:9462977-9464858	Cluster_4688	N	996	1134	1080	890	924
ptg000007l:9464932-9465730	Cluster_4689	N	169	218	204	72	205
ptg000007l:9466653-9467920	Cluster_4690	N	629	505	597	191	296
ptg000007l:9468370-9468845	Cluster_4691	N	177	175	288	1138	229
ptg000007l:9471021-9471451	Cluster_4692	N	121	89	102	761	24
ptg000007l:9473364-9478127	Cluster_4693	N	3163	8112	4399	3646	2120
ptg000007l:9478527-9479238	Cluster_4694	N	96	118	130	91	56
ptg000007l:9479961-9483948	Cluster_4695	N	2917	7151	3102	6905	3398
ptg000007l:9483952-9484599	Cluster_4696	N	291	260	465	79	170
ptg000007l:9484779-9485308	Cluster_4697	N	195	1402	726	142	58
ptg000007l:9485630-9486183	Cluster_4698	N	130	187	259	75	69
ptg000007l:9486491-9487336	Cluster_4699	N	228	206	392	109	135
ptg000007l:9487377-9489176	Cluster_4700	N	6502	9873	12260	6535	4763
ptg000007l:9489311-9489806	Cluster_4701	N	165	340	298	189	483
ptg000007l:9491754-9492423	Cluster_4702	N	249	786	359	246	89
ptg000007l:9492494-9492913	Cluster_4703	N	63	36	69	33	20
ptg000007l:9494892-9495319	Cluster_4704	N	61	89	130	17	26
ptg000007l:9495629-9496400	Cluster_4705	N	166	117	262	77	76
ptg000007l:9497130-9497819	Cluster_4706	N	148	162	262	72	77
ptg000007l:9497981-9498619	Cluster_4707	N	127	122	163	209	53
ptg000007l:9499034-9499684	Cluster_4708	N	62	71	133	54	46
ptg000007l:9534598-9535026	Cluster_4709	N	20	28	24	23	26
ptg000007l:9602513-9603093	Cluster_4710	N	112	112	153	79	186
ptg000007l:9603304-9603933	Cluster_4711	N	72	108	92	93	53
ptg000007l:9607013-9607509	Cluster_4712	N	297	763	18	10	645
ptg000007l:9611304-9611879	Cluster_4713	N	111	108	151	72	172
ptg000007l:9612090-9612719	Cluster_4714	N	62	108	88	108	73
ptg000007l:9623778-9624205	Cluster_4715	N	0	0	0	104	0
ptg000007l:9624254-9625634	Cluster_4716	N	1212	570	1458	4408	932
ptg000007l:9628061-9628561	Cluster_4717	N	275	105	49	237	27
ptg000007l:9631894-9633955	Cluster_4718	N	1272	2662	1112	1180	1691
ptg000007l:9634151-9634635	Cluster_4719	N	14	290	148	129	106
ptg000007l:9730728-9731157	Cluster_4720	N	0	50	4	4	164
ptg000007l:9731468-9731878	Cluster_4721	N	0	1	45	14	53
ptg000007l:9733278-9733705	Cluster_4722	N	74	215	366	118	221
ptg000007l:9764367-9764939	Cluster_4723	N	113	21	178	233	105
ptg000007l:9767172-9767854	Cluster_4724	N	146	0	222	316	0
ptg000007l:9767945-9768358	Cluster_4725	N	9	0	20	56	0
ptg000007l:9770298-9770722	Cluster_4726	N	16	123	5	20	6
ptg000007l:9834057-9834486	Cluster_4727	N	115	39	0	96	8
ptg000007l:9837673-9838100	Cluster_4728	N	4	0	113	1	3
ptg000007l:9847434-9847884	Cluster_4729	N	901	11	1646	177	0
ptg000007l:9848848-9849720	Cluster_4730	N	157	6	214	59	203
ptg000007l:9855242-9855671	Cluster_4731	N	3	0	0	279	2
ptg000007l:9857718-9858145	Cluster_4732	N	0	0	0	136	0
ptg000007l:9910253-9910888	Cluster_4733	N	57	772	773	67	1706
ptg000007l:9980125-9980711	Cluster_4734	N	1	873	2	0	8
ptg000007l:10035219-10035641	Cluster_4735	N	1	50	35	2	29
ptg000007l:10061454-10061881	Cluster_4736	N	118	1	1	0	1
ptg000007l:10072100-10073202	Cluster_4737	N	1686	1886	3	561	5514
ptg000007l:10130248-10130674	Cluster_4738	N	32	19	19	25	17
ptg000007l:10144553-10144978	Cluster_4739	N	9	61	26	31	35
ptg000007l:10154505-10154932	Cluster_4740	N	7	4	5	5	93
ptg000007l:10168052-10168480	Cluster_4741	N	6	4	3	262	6
ptg000007l:10175327-10176507	Cluster_4742	N	205	471	1792	652	1538
ptg000007l:10178920-10179367	Cluster_4743	N	129	10	47	0	76
ptg000007l:10194513-10195052	Cluster_4744	N	216	134	57	160	105
ptg000007l:10204326-10204774	Cluster_4745	N	8	1484	5925	8	1
ptg000007l:10220030-10220458	Cluster_4746	N	7	62	117	1	180
ptg000007l:10228947-10229775	Cluster_4747	N	1	0	1263	327	0
ptg000007l:10247550-10248109	Cluster_4748	N	571	321	1201	566	1809
ptg000007l:10319032-10319455	Cluster_4749	N	41	16	23	2	11
ptg000007l:10322392-10322822	Cluster_4750	N	78	157	148	70	112
ptg000007l:10346121-10346550	Cluster_4751	N	301	83	18	1	2
ptg000007l:10346669-10347097	Cluster_4752	N	61	27	1	103	156
ptg000007l:10441681-10442128	Cluster_4753	N	0	7	20	3	336
ptg000007l:10467584-10468013	Cluster_4754	N	0	131	18	20	0
ptg000007l:10468086-10468616	Cluster_4755	N	0	109	42	828	331
ptg000007l:10487421-10487916	Cluster_4756	N	419	36	84	21	247
ptg000007l:10501847-10502295	Cluster_4757	N	211	272	830	207	186
ptg000007l:10605099-10605528	Cluster_4758	N	0	0	343	1	10
ptg000007l:10607154-10607571	Cluster_4759	N	27	37	28	2	24
ptg000007l:10607643-10608069	Cluster_4760	N	0	7	97	1	50
ptg000007l:10630434-10631336	Cluster_4761	N	410	107	0	49	477
ptg000007l:10677476-10678244	Cluster_4762	N	484	157	188	3	29
ptg000007l:10708831-10709419	Cluster_4763	N	185	7	900	52	55
ptg000007l:10709471-10709899	Cluster_4764	N	0	173	0	0	0
ptg000007l:10733078-10733520	Cluster_4765	N	3	406	3	1	0
ptg000007l:10739724-10740228	Cluster_4766	N	0	2	832	0	0
ptg000007l:10766845-10767362	Cluster_4767	N	0	1	204	608	0
ptg000007l:10770055-10770530	Cluster_4768	N	710	254	53	506	392
ptg000007l:10783239-10783668	Cluster_4769	N	190	8	37	1	0
ptg000007l:10825022-10825675	Cluster_4770	N	61	216	140	529	167
ptg000007l:10846490-10846916	Cluster_4771	N	5	74	89	18	0
ptg000007l:10847749-10848167	Cluster_4772	N	8	104	1	0	0
ptg000007l:10881287-10881873	Cluster_4773	N	147	87	71	231	2
ptg000007l:10885608-10886610	Cluster_4774	N	179	20	19	168	221
ptg000007l:10890194-10890601	Cluster_4775	N	15	22	28	31	13
ptg000007l:10899425-10899853	Cluster_4776	N	253	0	0	0	0
ptg000007l:10900020-10901026	Cluster_4777	N	1051	0	0	1	35
ptg000007l:10901079-10901562	Cluster_4778	N	1	0	53	341	4
ptg000007l:10902596-10903017	Cluster_4779	N	66	31	50	0	34
ptg000007l:10903396-10903824	Cluster_4780	N	2	0	0	131	1
ptg000007l:10921742-10922168	Cluster_4781	N	137	2	29	18	0
ptg000007l:10978456-10978885	Cluster_4782	N	0	0	99	1	0
ptg000007l:10981423-10981851	Cluster_4783	N	0	15	0	2	196
ptg000007l:10983068-10983598	Cluster_4784	N	45	11	190	58	30
ptg000007l:11003671-11004098	Cluster_4785	N	16	44	4	66	37
ptg000007l:11039885-11040468	Cluster_4786	N	3	383	58	562	216
ptg000007l:11061765-11062193	Cluster_4787	N	0	8	1	0	107
ptg000007l:11063997-11064694	Cluster_4788	N	284	383	112	277	45
ptg000007l:11064815-11065251	Cluster_4789	N	93	0	96	39	132
ptg000007l:11101744-11102599	Cluster_4790	N	555	8	1	71	68
ptg000007l:11103737-11104648	Cluster_4791	N	2450	137	828	25	6
ptg000007l:11109107-11109534	Cluster_4792	N	40	172	113	7	333
ptg000007l:11111906-11112334	Cluster_4793	N	4	5	10	309	10
ptg000007l:11133651-11134822	Cluster_4794	N	853	124	363	251	661
ptg000007l:11164074-11164496	Cluster_4795	N	0	1	0	0	91
ptg000007l:11233434-11233850	Cluster_4796	N	17	44	48	1	10
ptg000007l:11320375-11320854	Cluster_4797	N	73	188	396	115	127
ptg000007l:11322301-11322728	Cluster_4798	N	53	69	124	27	30
ptg000007l:11326926-11327346	Cluster_4799	N	28	76	19	9	38
ptg000007l:11383439-11383857	Cluster_4800	N	17	15	29	15	14
ptg000007l:11423586-11424014	Cluster_4801	N	11	22	24	16	17
ptg000007l:11439925-11440353	Cluster_4802	N	1	1	133	1	1
ptg000007l:11443779-11444398	Cluster_4803	N	291	37	1	324	66
ptg000007l:11519096-11519524	Cluster_4804	N	0	0	76	30	1
ptg000007l:11537811-11538240	Cluster_4805	N	0	133	948	155	509
ptg000007l:11539203-11539630	Cluster_4806	N	422	0	0	0	2
ptg000007l:11560198-11560627	Cluster_4807	N	1	165	4	3	2
ptg000007l:11561783-11562213	Cluster_4808	N	2	0	1277	328	65
ptg000007l:11592617-11593437	Cluster_4809	N	1729	13	14	213	43
ptg000007l:11593718-11594147	Cluster_4810	N	172	27	79	21	8
ptg000007l:11594562-11595079	Cluster_4811	N	563	325	2	1	144
ptg000007l:11595089-11595519	Cluster_4812	N	496	4169	5	1	188
ptg000007l:11595689-11596246	Cluster_4813	N	326	526	11	30	277
ptg000007l:11600018-11600444	Cluster_4814	N	7	127	2	1	9
ptg000007l:11784163-11784592	Cluster_4815	N	7	492	15	2	3
ptg000007l:11825106-11825841	Cluster_4816	N	204	1182	16	55	37
ptg000007l:11829162-11829591	Cluster_4817	N	4	169	80	0	11
ptg000007l:11853905-11854333	Cluster_4818	N	0	0	79	30	0
ptg000007l:12031920-12032349	Cluster_4819	N	3	167	81	1	4
ptg000007l:12061922-12062350	Cluster_4820	N	1	0	78	31	0
ptg000007l:12149748-12150176	Cluster_4821	N	5	18	7	95	1
ptg000008l:16179-16586	Cluster_4822	N	5	86	13	20	33
ptg000008l:19097-19526	Cluster_4823	N	9	172	0	6	23
ptg000008l:20718-21199	Cluster_4824	N	20	118	8	4	40
ptg000008l:21214-21643	Cluster_4825	N	7	132	4	6	12
ptg000008l:24634-25063	Cluster_4826	N	10	155	1	6	18
ptg000008l:26260-26667	Cluster_4827	N	19	61	7	4	36
ptg000008l:26751-27180	Cluster_4828	N	7	132	1	6	11
ptg000008l:27817-28229	Cluster_4829	N	5	88	11	22	34
ptg000008l:30171-30600	Cluster_4830	N	14	152	2	10	22
ptg000008l:32288-32717	Cluster_4831	N	6	134	0	7	7
ptg000008l:35643-36183	Cluster_4832	N	17	227	7	50	211
ptg000008l:37316-37743	Cluster_4833	N	10	154	1	20	18
ptg000008l:118630-119058	Cluster_4834	N	0	0	0	124	0
ptg000008l:171886-172308	Cluster_4835	N	3	0	1	81	0
ptg000008l:244683-245112	Cluster_4836	N	49	20	0	101	1
ptg000008l:246667-247152	Cluster_4837	N	56	36	344	153	67
ptg000008l:306459-306892	Cluster_4838	N	53	46	92	38	54
ptg000008l:307150-307626	Cluster_4839	N	313	345	399	249	375
ptg000008l:371584-372011	Cluster_4840	N	3	0	5	0	92
ptg000008l:413663-414090	Cluster_4841	N	192	0	0	0	0
ptg000008l:573953-574468	Cluster_4842	N	199	128	161	212	56
ptg000008l:574472-574949	Cluster_4843	N	3106	5073	944	4613	215
ptg000008l:575498-575938	Cluster_4844	N	269	589	843	383	105
ptg000008l:576267-576675	Cluster_4845	N	48	1	7	98	2
ptg000008l:579286-580307	Cluster_4846	N	251	338	107	290	105
ptg000008l:581451-581879	Cluster_4847	N	138	0	0	1	0
ptg000008l:693230-693673	Cluster_4848	N	0	0	15	701	0
ptg000008l:929426-929855	Cluster_4849	N	301	60	0	1	3
ptg000008l:931374-931803	Cluster_4850	N	11	203	23	1	717
ptg000008l:1063710-1064138	Cluster_4851	N	2	1	156	1	0
ptg000008l:1172306-1172726	Cluster_4852	N	19	31	22	10	13
ptg000008l:1185524-1185949	Cluster_4853	N	18	44	51	18	45
ptg000008l:1364121-1365494	Cluster_4854	N	47	3	1007	846	147
ptg000008l:1366890-1367316	Cluster_4855	N	15	15	72	113	48
ptg000008l:1367625-1369113	Cluster_4856	N	368	51	327	806	916
ptg000008l:1369149-1370123	Cluster_4857	N	120	16	162	314	364
ptg000008l:1643382-1643808	Cluster_4858	N	11	46	38	11	4
ptg000008l:1680649-1681176	Cluster_4859	N	205	147	126	82	258
ptg000008l:1771095-1771520	Cluster_4860	N	0	0	0	0	91
ptg000008l:1796116-1796545	Cluster_4861	N	53	4	125	43	42
ptg000008l:1800553-1800980	Cluster_4862	N	10	19	76	13	6
ptg000008l:1828292-1828721	Cluster_4863	N	51	3	126	41	43
ptg000008l:1832729-1833156	Cluster_4864	N	9	20	77	13	4
ptg000008l:1860468-1860897	Cluster_4865	N	48	2	128	45	45
ptg000008l:1864905-1865332	Cluster_4866	N	6	21	72	18	4
ptg000008l:1892141-1892680	Cluster_4867	N	47	734	191	49	42
ptg000008l:1906101-1906518	Cluster_4868	N	11	8	114	1	4
ptg000008l:1934006-1934439	Cluster_4869	N	1172	1469	2586	2770	1949
ptg000008l:1937809-1938570	Cluster_4870	N	40	112	315	29	44
ptg000008l:1945990-1946464	Cluster_4871	N	810	960	1586	273	234
ptg000008l:1946695-1947170	Cluster_4872	N	0	219	0	162	54
ptg000008l:1974815-1975244	Cluster_4873	N	50	280	144	49	59
ptg000008l:1978819-1979566	Cluster_4874	N	106	143	108	156	136
ptg000008l:2001524-2001952	Cluster_4875	N	2	10	0	73	185
ptg000008l:2003034-2003451	Cluster_4876	N	4	10	4	10	120
ptg000008l:2003490-2003974	Cluster_4877	N	3	33	58	15	251
ptg000008l:2059153-2059583	Cluster_4878	N	760	704	712	205	1087
ptg000008l:2150098-2150617	Cluster_4879	N	1330	1293	826	875	1486
ptg000008l:2257595-2258023	Cluster_4880	N	54	27	203	3	36
ptg000008l:2262606-2263122	Cluster_4881	N	230	248	357	142	117
ptg000008l:2264952-2265380	Cluster_4882	N	0	4	131	123	0
ptg000008l:2268826-2269417	Cluster_4883	N	2	1	3337	4	4
ptg000008l:2295016-2295716	Cluster_4884	N	733	514	1289	624	597
ptg000008l:2295742-2296273	Cluster_4885	N	209	295	256	140	245
ptg000008l:2418023-2418451	Cluster_4886	N	357	0	8	20	0
ptg000008l:2480195-2480612	Cluster_4887	N	1	3	55	3	45
ptg000008l:2580359-2580830	Cluster_4888	N	2683	2011	2307	1855	2422
ptg000008l:2642636-2643055	Cluster_4889	N	8	21	31	10	26
ptg000008l:2668713-2669136	Cluster_4890	N	69	25	11	26	58
ptg000008l:3207975-3208400	Cluster_4891	N	74	0	5	1	19
ptg000008l:3214537-3215360	Cluster_4892	N	258	39	49	456	1257
ptg000008l:3215581-3216035	Cluster_4893	N	1	10	14	6	617
ptg000008l:3532357-3532788	Cluster_4894	N	1	1	0	9	282
ptg000008l:3536343-3536805	Cluster_4895	N	10	9	2	6	1407
ptg000008l:3595139-3595558	Cluster_4896	N	25	62	59	13	20
ptg000008l:3633976-3634404	Cluster_4897	N	252	299	230	2	9
ptg000008l:3695664-3696138	Cluster_4898	N	491	719	1105	0	172
ptg000008l:3777992-3778531	Cluster_4899	N	102	75	83	47	64
ptg000008l:3846384-3846830	Cluster_4900	N	78	0	45	64	190
ptg000008l:3893196-3893713	Cluster_4901	N	223	332	559	821	515
ptg000008l:3968880-3969300	Cluster_4902	N	6	32	33	14	17
ptg000008l:4069319-4069745	Cluster_4903	N	5	45	114	201	22
ptg000008l:4096709-4097136	Cluster_4904	N	5	2	19	157	36
ptg000008l:4172002-4172427	Cluster_4905	N	51	47	27	22	3
ptg000008l:4277050-4277546	Cluster_4906	N	361	572	743	296	733
ptg000008l:4313961-4314380	Cluster_4907	N	0	1	8	74	3
ptg000008l:4348150-4348665	Cluster_4908	N	151	29	173	1527	250
ptg000008l:4351711-4352140	Cluster_4909	N	24	352	8	9	1
ptg000008l:4428953-4429380	Cluster_4910	N	15	9	8	1	149
ptg000008l:4437395-4437820	Cluster_4911	N	2	19	3	82	41
ptg000008l:4515355-4515763	Cluster_4912	N	15	28	92	93	52
ptg000008l:4837161-4837590	Cluster_4913	N	0	0	3	0	283
ptg000008l:4864315-4864743	Cluster_4914	N	8	1	6	0	174
ptg000008l:5059478-5059897	Cluster_4915	N	1	102	0	3	0
ptg000008l:5097816-5098260	Cluster_4916	N	103	18	8	31	36
ptg000008l:5198996-5199515	Cluster_4917	N	1298	835	650	425	782
ptg000008l:5228316-5228853	Cluster_4918	N	181	206	158	111	136
ptg000008l:5265812-5266304	Cluster_4919	N	6	84	48	11	36
ptg000008l:5289750-5290199	Cluster_4920	N	157	125	125	28	227
ptg000008l:5290430-5290849	Cluster_4921	N	31	13	17	3	65
ptg000008l:5339562-5340752	Cluster_4922	N	469	3660	4	1304	6
ptg000008l:5341737-5342451	Cluster_4923	N	0	567	0	1750	344
ptg000008l:5385909-5386338	Cluster_4924	N	57	20	78	53	232
ptg000008l:5629658-5630078	Cluster_4925	N	5	29	22	57	23
ptg000008l:5805394-5805820	Cluster_4926	N	1	26	15	203	116
ptg000008l:6092238-6092716	Cluster_4927	N	35	49	47	17	79
ptg000008l:6125360-6125812	Cluster_4928	N	0	129	1	151	209
ptg000008l:6126210-6126668	Cluster_4929	N	4	504	1	29	85
ptg000008l:6127135-6127564	Cluster_4930	N	30	6	198	12	20
ptg000008l:6185047-6186480	Cluster_4931	N	3650	13215	4311	7889	4236
ptg000008l:6282586-6283013	Cluster_4932	N	36	2	0	145	0
ptg000008l:6357350-6357767	Cluster_4933	N	88	1	2	18	0
ptg000008l:6375856-6376449	Cluster_4934	N	121	545	70	26	53
ptg000008l:6418621-6419366	Cluster_4935	N	28	279	147	0	6
ptg000008l:6586636-6587066	Cluster_4936	N	0	93	304	21	0
ptg000008l:6643886-6644355	Cluster_4937	N	118	100	72	52	78
ptg000008l:6653280-6653825	Cluster_4938	N	185	234	276	162	265
ptg000008l:6831409-6831836	Cluster_4939	N	17	32	61	15	39
ptg000008l:6832296-6832878	Cluster_4940	N	4	404	74	0	0
ptg000008l:7045507-7046006	Cluster_4941	N	7412	9208	5617	3826	9010
ptg000008l:7047308-7047800	Cluster_4942	N	1578	50	717	9	47
ptg000008l:7081728-7082148	Cluster_4943	N	47	57	67	35	67
ptg000008l:7186947-7187374	Cluster_4944	N	3	160	0	1	5
ptg000008l:7300391-7300815	Cluster_4945	N	2	13	14	24	58
ptg000008l:7332400-7332880	Cluster_4946	N	0	538	54	242	676
ptg000008l:7379515-7379934	Cluster_4947	N	23	2	21	8	33
ptg000008l:7384029-7384467	Cluster_4948	N	98	46	140	0	2
ptg000008l:7385428-7385858	Cluster_4949	N	107	5	120	237	2
ptg000008l:7559728-7560231	Cluster_4950	N	272	276	663	307	339
ptg000008l:7642676-7643199	Cluster_4951	N	1269	947	2259	561	1330
ptg000008l:7643311-7643828	Cluster_4952	N	78	86	75	46	193
ptg000008l:7643831-7644273	Cluster_4953	N	702	214	931	58	352
ptg000008l:7653053-7653517	Cluster_4954	N	229	375	471	113	279
ptg000008l:7704311-7704736	Cluster_4955	N	67	21	12	8	0
ptg000008l:8167093-8167523	Cluster_4956	N	655	309	6689	3023	1432
ptg000008l:8189177-8189632	Cluster_4957	N	4	0	355	0	0
ptg000008l:8259956-8260375	Cluster_4958	N	12	21	20	9	35
ptg000008l:8416616-8417044	Cluster_4959	N	1	34	38	64	13
ptg000008l:8446503-8446933	Cluster_4960	N	3	71	87	0	177
ptg000008l:8683700-8684127	Cluster_4961	N	33	0	274	6	68
ptg000008l:8690468-8690896	Cluster_4962	N	53	143	384	51	0
ptg000008l:8699670-8700107	Cluster_4963	N	282	39	52	5	16
ptg000008l:8700597-8701217	Cluster_4964	N	64	118	25	2	197
ptg000008l:8703317-8703744	Cluster_4965	N	31	52	19	11	106
ptg000008l:8762239-8762666	Cluster_4966	N	20	16	41	11	93
ptg000008l:8818635-8819122	Cluster_4967	N	265	219	390	183	210
ptg000008l:8837438-8837972	Cluster_4968	N	26	633	761	2384	43
ptg000008l:8838650-8839084	Cluster_4969	N	717	16	97	256	14
ptg000008l:8897041-8897457	Cluster_4970	N	32	120	4	22	53
ptg000008l:8897777-8898531	Cluster_4971	N	7	216	23	11	3
ptg000008l:8912344-8912758	Cluster_4972	N	1	0	58	3	44
ptg000008l:8919165-8919571	Cluster_4973	N	71	58	1	0	20
ptg000008l:9001930-9002356	Cluster_4974	N	0	2	2	94	0
ptg000008l:9002519-9002943	Cluster_4975	N	11	79	89	3	3
ptg000008l:9035977-9036398	Cluster_4976	N	7	25	46	32	5
ptg000008l:9058991-9059747	Cluster_4977	N	46	1415	3	1240	1445
ptg000008l:9063007-9063721	Cluster_4978	N	597	6678	34	3563	7023
ptg000008l:9067050-9067755	Cluster_4979	N	3	1	5	4	2752
ptg000008l:9071144-9071581	Cluster_4980	N	0	0	0	0	480
ptg000008l:9113422-9113939	Cluster_4981	N	0	425	92	0	3
ptg000008l:9120192-9120616	Cluster_4982	N	0	1	0	95	0
ptg000008l:9137227-9137654	Cluster_4983	N	0	124	0	2	0
ptg000008l:9194757-9195185	Cluster_4984	N	2	0	158	3	0
ptg000008l:9354673-9355100	Cluster_4985	N	1	0	167	16	2
ptg000008l:9370347-9370776	Cluster_4986	N	78	9	8	122	4
ptg000008l:9371477-9371895	Cluster_4987	N	0	7	0	51	27
ptg000008l:9474901-9475328	Cluster_4988	N	112	0	1	0	0
ptg000008l:9514542-9514969	Cluster_4989	N	119	0	0	2	1
ptg000008l:9570432-9570860	Cluster_4990	N	0	0	0	0	219
ptg000008l:9665309-9665796	Cluster_4991	N	317	404	362	209	412
ptg000008l:9686390-9686817	Cluster_4992	N	23	30	19	2	46
ptg000008l:9807148-9807768	Cluster_4993	N	414	375	1	2	4
ptg000008l:9875496-9875928	Cluster_4994	N	1263	2394	2308	1753	1354
ptg000008l:9990391-9990819	Cluster_4995	N	0	1	406	1	0
ptg000008l:10101288-10101706	Cluster_4996	N	3	33	14	23	16
ptg000008l:10204562-10204989	Cluster_4997	N	0	0	124	50	0
ptg000008l:10315547-10315959	Cluster_4998	N	2	144	7	0	3
ptg000008l:10341453-10341880	Cluster_4999	N	0	4	3	42	884
ptg000008l:10358612-10359038	Cluster_5000	N	7	34	46	5	3
ptg000008l:10448667-10449222	Cluster_5001	N	72	2965	219	78	729
ptg000008l:10459492-10459931	Cluster_5002	N	74	268	398	100	115
ptg000008l:10519761-10520585	Cluster_5003	N	156	33	5	213	9
ptg000008l:10620063-10620491	Cluster_5004	N	0	1	0	130	2
ptg000008l:10621895-10622904	Cluster_5005	N	5140	70	0	15	423
